"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
6468,5101,"prior",63,3,14,1
2202,5103,"prior",60,4,12,2
666,5152,"prior",2,5,12,13
91,5189,"prior",54,0,14,3
599,5217,"prior",4,1,12,5
5521,5241,"prior",19,4,9,12
9873,5255,"prior",2,2,18,2
2684,5266,"prior",4,3,17,6
7170,5285,"prior",2,0,10,8
9102,5286,"prior",4,5,11,10
5463,5314,"prior",15,1,18,13
6088,5321,"prior",12,0,15,12
1653,5326,"prior",3,2,13,17
2870,5330,"prior",1,1,10,NA
64,5430,"prior",8,0,16,6
3513,5441,"prior",3,4,20,13
4591,5441,"prior",7,0,12,30
6825,5449,"prior",84,2,18,2
5334,5474,"prior",1,5,12,NA
7911,5536,"prior",4,3,12,11
3062,5543,"prior",3,0,12,30
6047,5552,"prior",8,2,13,2
3660,5575,"prior",2,6,13,27
7948,5588,"prior",82,5,15,7
1823,5591,"prior",2,2,15,30
7981,5610,"prior",5,6,14,2
6865,5629,"prior",10,3,14,8
4687,5642,"prior",15,5,16,7
8207,5647,"prior",14,0,17,7
3088,5674,"prior",6,2,15,14
1079,5692,"prior",3,1,19,3
6727,5692,"prior",26,4,8,4
4853,5718,"prior",16,6,14,14
558,5721,"prior",7,1,11,6
6894,5729,"prior",3,6,0,30
67,5738,"prior",4,3,12,6
7269,5758,"prior",2,6,18,4
5938,5779,"prior",8,0,8,6
5575,5789,"prior",5,5,12,30
1375,5801,"prior",16,1,17,6
6217,5802,"prior",38,1,18,14
5350,5818,"prior",22,5,9,6
8242,5824,"prior",1,4,10,NA
9968,5848,"prior",42,1,12,2
755,5860,"prior",53,3,12,1
9216,5897,"prior",4,1,14,5
5125,5897,"prior",10,2,16,4
3319,5902,"prior",4,5,21,11
884,5910,"prior",16,3,10,9
289,5927,"prior",14,0,8,7
2845,5937,"prior",4,6,12,5
4103,5938,"prior",2,5,18,24
2836,5942,"prior",5,4,17,6
7485,5946,"prior",11,6,18,20
3431,5963,"prior",25,4,10,10
9875,5978,"prior",37,4,12,3
8935,6003,"prior",5,5,13,3
1438,6020,"prior",17,6,18,30
5316,6035,"prior",16,0,16,7
9465,6045,"prior",92,1,6,3
2824,6060,"prior",24,5,9,13
7016,6092,"prior",13,6,21,8
5510,6094,"prior",13,5,14,1
8435,6103,"prior",8,2,11,7
2124,6118,"prior",72,4,12,0
1699,6126,"prior",8,1,10,7
4417,6131,"prior",19,5,9,4
8143,6131,"prior",22,4,12,10
949,6141,"prior",1,3,21,NA
9448,6241,"prior",23,6,15,30
3838,6320,"prior",13,6,14,26
1506,6344,"prior",10,4,14,12
1235,6362,"prior",8,4,20,28
1896,6371,"prior",3,1,15,28
4339,6409,"prior",23,0,7,8
754,6409,"prior",33,6,11,28
8310,6409,"prior",36,0,15,7
6790,6413,"prior",3,1,10,2
1154,6418,"prior",1,3,14,NA
1089,6467,"prior",7,4,9,4
1274,6482,"prior",10,1,19,0
8644,6501,"prior",19,6,10,10
9357,6501,"prior",22,6,21,21
4618,6517,"prior",3,2,10,7
6667,6567,"prior",32,3,22,17
8844,6573,"prior",22,3,7,1
3797,6577,"prior",38,1,11,14
2871,6613,"prior",18,3,18,30
9880,6636,"prior",3,6,11,30
9046,6689,"prior",7,2,13,7
2989,6696,"prior",15,1,8,0
4849,6721,"prior",34,0,12,24
3908,6739,"prior",11,1,12,18
3315,6754,"prior",2,0,7,8
5206,6754,"prior",27,5,16,0
7604,6756,"prior",17,3,9,11
1712,6766,"prior",1,2,16,NA
6421,6778,"prior",15,0,18,8
379,6801,"prior",59,5,23,7
8733,6820,"prior",15,3,9,7
8268,6821,"prior",49,2,11,5
5922,6822,"prior",3,4,11,6
740,6832,"prior",6,4,22,30
9728,6877,"prior",4,6,11,30
2027,6895,"prior",49,4,13,10
5614,6915,"prior",18,3,18,6
5341,6990,"prior",16,1,17,4
4056,7020,"prior",4,2,12,30
334,7114,"prior",13,0,8,20
6052,7156,"prior",9,6,18,6
9067,7203,"prior",1,3,15,NA
5157,7205,"prior",9,3,14,1
9033,7229,"prior",1,0,15,NA
2103,7236,"prior",3,1,19,7
9923,7245,"prior",31,4,11,4
4900,7293,"prior",35,0,9,5
3451,7309,"prior",9,3,18,3
4330,7331,"prior",4,6,11,27
5778,7333,"prior",4,4,17,8
1560,7334,"prior",19,6,7,7
7825,7351,"prior",3,2,19,16
735,7358,"prior",29,6,19,2
9191,7359,"prior",16,1,13,4
1157,7404,"prior",9,6,12,15
6961,7415,"prior",7,4,15,30
128,7440,"prior",92,1,14,3
6916,7465,"prior",22,1,16,11
2518,7503,"prior",21,1,16,5
8072,7520,"prior",10,0,16,5
8080,7524,"prior",3,0,17,5
496,7580,"prior",3,5,12,4
2911,7610,"prior",16,0,11,12
2047,7622,"prior",6,1,18,23
1582,7658,"prior",84,6,12,1
4249,7663,"prior",13,5,19,3
9883,7677,"prior",12,1,11,9
4266,7682,"prior",8,0,11,22
8728,7701,"prior",28,5,18,7
6475,7706,"prior",8,1,16,16
1051,7743,"prior",6,0,15,13
5142,7744,"prior",90,6,10,3
4049,7792,"prior",39,4,12,5
6444,7831,"prior",31,1,8,6
5054,7848,"prior",2,1,11,6
846,7864,"prior",5,4,16,30
777,7870,"prior",2,6,13,8
3323,7886,"prior",2,2,20,11
8506,7892,"prior",45,6,14,7
7384,7911,"prior",50,5,15,2
6406,7913,"prior",8,2,15,9
7014,7934,"prior",1,3,20,NA
3725,7962,"prior",19,2,15,5
6496,7966,"prior",2,0,12,30
1445,7983,"prior",4,2,20,30
5668,7991,"prior",7,3,4,15
1406,8018,"prior",2,6,18,30
2650,8037,"prior",12,6,11,6
2446,8046,"prior",22,4,9,3
2395,8054,"prior",31,4,22,12
7893,8075,"prior",19,3,18,7
3147,8084,"prior",16,5,15,12
8540,8088,"prior",7,0,11,30
9113,8089,"prior",7,1,15,2
9958,8100,"prior",50,6,9,2
7349,8129,"prior",18,1,13,11
7616,8175,"prior",3,3,13,30
1638,8189,"prior",5,5,18,30
2582,8198,"prior",45,3,13,5
9420,8241,"prior",38,5,16,5
5075,8260,"prior",3,1,10,30
4571,8265,"prior",52,4,0,3
2209,8273,"prior",19,4,18,3
3952,8309,"prior",4,0,15,27
3059,8337,"prior",31,4,19,4
3594,8340,"prior",30,3,17,21
1850,8359,"prior",35,2,16,4
6799,8379,"prior",5,3,15,13
4981,8384,"prior",5,2,12,30
9764,8405,"prior",4,1,11,27
8975,8420,"prior",39,1,11,9
564,8422,"prior",34,6,17,15
282,8456,"prior",11,0,12,14
8255,8470,"prior",4,0,11,4
3757,8506,"prior",15,1,13,7
803,8535,"prior",17,5,8,7
7105,8544,"prior",7,1,9,8
1036,8547,"prior",3,0,12,30
5050,8634,"prior",5,2,1,14
5192,8637,"prior",2,1,14,17
9533,8656,"prior",46,1,8,11
8407,8661,"prior",31,2,10,8
9041,8664,"prior",72,0,21,2
7899,8677,"prior",31,5,15,2
9141,8703,"prior",50,2,9,5
5957,8719,"prior",1,6,15,NA
1324,8747,"prior",72,4,12,5
5355,8759,"prior",4,5,12,30
142,8841,"prior",43,4,22,9
720,8910,"prior",4,6,13,7
4382,8926,"prior",21,3,18,26
506,8941,"prior",24,3,8,30
2308,8962,"prior",8,3,22,7
3299,8967,"prior",1,0,20,NA
4438,8999,"prior",6,4,8,4
4978,9006,"prior",11,2,18,9
6637,9036,"prior",40,0,18,5
1433,9063,"prior",1,2,19,NA
3461,9094,"prior",1,0,15,NA
3865,9095,"prior",30,1,20,30
8199,9124,"prior",5,6,17,2
3668,9159,"prior",3,4,21,6
9056,9160,"prior",6,3,11,30
4812,9161,"prior",7,5,10,13
4440,9170,"prior",1,0,12,NA
6958,9180,"prior",14,1,15,5
7903,9220,"prior",21,0,11,7
1314,9221,"prior",22,5,10,1
6501,9271,"prior",2,3,9,5
5257,9278,"prior",22,6,12,9
7006,9321,"prior",1,1,8,NA
6462,9339,"prior",11,2,17,3
2738,9347,"prior",1,0,12,NA
4886,9364,"prior",24,4,17,20
7720,9365,"prior",25,6,22,6
2500,9390,"prior",5,0,21,30
4039,9401,"prior",11,1,10,2
1386,9479,"prior",3,1,14,13
6169,9479,"prior",5,5,2,14
3895,9492,"prior",1,0,15,NA
5929,9501,"prior",45,2,12,5
325,9579,"prior",2,3,13,30
1430,9615,"prior",17,5,10,7
6398,9637,"prior",9,6,18,20
5537,9682,"prior",57,2,10,4
9693,9719,"prior",1,1,11,NA
4270,9734,"prior",27,4,9,8
7526,9757,"prior",19,6,10,5
6595,9829,"prior",45,6,13,13
3311,9852,"prior",30,1,20,4
9551,10020,"prior",28,3,19,18
745,10031,"prior",50,5,12,5
6559,10114,"prior",44,1,16,5
2170,10126,"prior",16,5,19,19
2187,10228,"prior",3,2,10,14
1568,10241,"prior",62,0,21,1
1293,10291,"prior",27,3,13,12
2109,10293,"prior",43,6,14,4
6791,10344,"prior",18,6,16,19
2188,10351,"prior",7,3,14,24
175,10358,"prior",42,4,18,2
6319,10397,"prior",17,5,17,11
5243,10412,"prior",3,2,21,30
9818,10434,"prior",3,1,10,3
663,10441,"prior",20,5,20,1
2232,10461,"prior",7,0,14,10
2353,10518,"prior",13,0,13,14
4800,10527,"prior",10,1,12,12
4506,10541,"prior",10,1,10,10
299,10546,"prior",12,2,10,6
9005,10548,"prior",21,6,9,8
8946,10570,"prior",6,3,23,30
1431,10580,"prior",8,1,19,1
7558,10585,"prior",4,3,11,15
1621,10592,"prior",21,4,15,4
799,10600,"prior",21,5,18,8
1381,10627,"prior",4,6,16,4
9588,10649,"prior",20,1,10,6
8701,10699,"prior",22,0,3,7
5634,10704,"prior",37,2,0,4
7928,10718,"prior",1,3,22,NA
2350,10722,"prior",3,3,16,30
626,10747,"prior",78,3,13,2
6423,10783,"prior",5,4,10,2
907,10799,"prior",3,4,11,28
5883,10868,"prior",8,6,16,5
9179,10877,"prior",1,6,11,NA
2099,10882,"prior",3,0,15,29
4089,10888,"prior",58,2,9,5
4289,10919,"prior",4,0,13,11
46,10951,"prior",3,0,18,18
1774,10988,"prior",1,0,15,NA
6304,11047,"prior",16,0,17,14
4674,11060,"prior",9,1,15,30
9962,11082,"prior",2,0,10,9
2281,11111,"prior",7,3,13,25
3534,11176,"prior",13,0,14,3
6354,11176,"prior",26,0,20,30
389,11216,"prior",8,4,9,5
2715,11225,"prior",45,3,12,3
2037,11231,"prior",11,1,17,8
8951,11231,"prior",15,6,22,6
3332,11236,"prior",50,0,11,1
5887,11236,"prior",56,5,12,6
9662,11236,"prior",64,2,10,6
6035,11288,"prior",6,4,16,30
1762,11323,"prior",6,3,17,5
2904,11334,"prior",11,5,14,0
454,11335,"prior",23,1,17,14
8078,11378,"prior",8,2,18,14
791,11419,"prior",4,3,13,26
6258,11450,"prior",3,6,8,12
9119,11457,"prior",37,1,18,9
7805,11485,"prior",5,1,10,22
1543,11496,"prior",9,6,17,4
1618,11529,"prior",28,6,19,2
3652,11562,"prior",7,5,15,25
8655,11588,"prior",45,4,9,3
4044,11603,"prior",8,3,10,4
7783,11650,"prior",16,4,22,6
8455,11661,"prior",19,0,8,12
4713,11689,"prior",1,0,10,NA
2088,11698,"prior",4,3,7,9
6352,11712,"prior",10,0,14,6
9671,11724,"prior",13,6,13,9
7339,11729,"prior",33,3,12,16
7379,11742,"prior",14,0,15,11
2681,11752,"prior",7,6,16,7
4955,11755,"prior",47,5,22,7
2712,11808,"prior",46,0,16,10
1523,11852,"prior",2,2,20,21
9985,11866,"prior",6,2,13,4
4843,11907,"prior",17,4,21,2
1951,11912,"prior",29,1,17,6
2648,11931,"prior",9,4,16,17
4520,11953,"prior",28,1,10,7
5444,11998,"prior",6,1,13,5
3741,12010,"prior",15,3,11,7
1265,12016,"prior",1,2,21,NA
3447,12025,"prior",30,6,9,7
8959,12042,"prior",7,4,8,4
8803,12081,"prior",5,3,11,30
2651,12084,"prior",5,0,17,5
8700,12090,"prior",6,6,9,14
2724,12091,"prior",42,5,9,10
6713,12094,"prior",16,3,16,7
2562,12102,"prior",14,3,8,2
8922,12114,"prior",5,5,9,7
7271,12123,"prior",11,5,22,10
2177,12126,"prior",2,4,15,8
6939,12132,"prior",1,0,14,NA
9336,12191,"prior",18,2,16,7
2654,12205,"prior",63,1,17,3
9494,12249,"prior",43,0,16,16
61,12295,"prior",2,1,9,7
1549,12300,"prior",34,0,17,8
2139,12325,"prior",9,1,10,18
3159,12326,"prior",3,1,12,5
2638,12394,"prior",8,4,16,23
1778,12407,"prior",35,1,8,6
5680,12424,"prior",46,2,10,9
686,12445,"prior",11,2,4,13
8880,12446,"prior",25,2,18,15
8221,12469,"prior",39,0,12,8
9309,12477,"prior",1,4,17,NA
5059,12479,"prior",11,5,11,24
5990,12486,"prior",54,2,12,4
6734,12514,"prior",40,0,9,7
9685,12514,"prior",48,1,14,7
2250,12523,"prior",4,5,7,28
9956,12533,"prior",3,1,16,26
5559,12657,"prior",27,6,16,6
6143,12666,"prior",31,0,14,11
1078,12670,"prior",36,5,14,2
3751,12672,"prior",9,0,14,7
3931,12691,"prior",4,0,12,25
9484,12710,"prior",3,1,12,15
7682,12711,"prior",16,1,15,8
254,12711,"prior",43,6,16,5
5791,12735,"prior",3,4,10,16
5774,12739,"prior",7,6,9,6
5260,12759,"prior",23,3,19,3
4453,12782,"prior",5,1,15,1
3085,12788,"prior",16,5,12,4
8760,12884,"prior",19,4,16,5
7874,12889,"prior",36,4,8,17
542,12899,"prior",30,1,15,3
1337,12918,"prior",10,2,13,7
6305,12951,"prior",4,6,16,0
6085,13009,"prior",11,4,13,7
6121,13019,"prior",10,0,14,30
157,13055,"prior",37,6,17,3
587,13112,"prior",39,2,12,8
8943,13120,"prior",15,3,13,2
1055,13127,"prior",22,5,20,6
1359,13141,"prior",35,5,18,9
3824,13212,"prior",3,2,17,7
7001,13285,"prior",2,1,3,7
8241,13288,"prior",1,0,17,NA
3385,13289,"prior",9,0,19,14
1093,13326,"prior",10,3,16,3
6779,13334,"prior",68,1,13,3
1116,13337,"prior",11,0,17,1
9621,13385,"prior",4,1,11,20
3358,13406,"prior",12,6,10,7
9740,13406,"prior",92,6,23,0
9090,13442,"prior",32,1,9,6
8131,13443,"prior",4,0,12,6
4464,13444,"prior",5,1,13,12
4159,13451,"prior",11,1,13,21
9858,13516,"prior",4,2,13,7
1825,13517,"prior",24,1,16,8
2497,13531,"prior",6,3,12,2
1539,13531,"prior",38,6,12,3
766,13554,"prior",27,1,10,6
1096,13596,"prior",4,6,13,7
6564,13598,"prior",21,2,9,6
1547,13607,"prior",48,5,5,4
2276,13616,"prior",1,0,14,NA
1783,13623,"prior",1,1,10,NA
4182,13657,"prior",1,4,11,NA
477,13665,"prior",3,4,12,30
9842,13681,"prior",22,1,15,30
2074,13701,"prior",7,4,10,6
8555,13739,"prior",5,1,10,25
3306,13749,"prior",3,2,14,9
9405,13749,"prior",29,0,8,5
5570,13782,"prior",2,1,15,15
4420,13807,"prior",2,1,15,18
9194,13841,"prior",6,5,12,24
5106,13927,"prior",85,4,2,3
8397,13943,"prior",53,4,17,1
6746,13999,"prior",17,3,12,4
9723,14003,"prior",5,3,14,30
2521,14021,"prior",11,3,16,18
1118,14043,"prior",5,2,19,14
4605,14078,"prior",12,2,8,30
8138,14082,"prior",5,2,12,5
7519,14139,"prior",2,4,14,29
7226,14160,"prior",5,6,17,30
1795,14221,"prior",31,1,15,6
7292,14226,"prior",2,4,12,29
9375,14249,"prior",44,6,12,1
195,14264,"prior",38,0,16,15
3632,14332,"prior",43,2,16,2
2238,14348,"prior",1,5,7,NA
5982,14367,"prior",3,0,11,5
8446,14367,"prior",4,3,12,3
9407,14373,"prior",6,2,13,29
786,14386,"prior",19,0,13,14
9478,14416,"prior",29,1,15,5
1108,14437,"prior",23,5,16,2
5907,14448,"prior",20,3,13,9
7220,14453,"prior",5,3,8,5
2413,14489,"prior",50,2,18,7
7351,14489,"prior",69,6,12,5
7857,14509,"prior",22,6,14,5
6076,14537,"prior",3,3,11,22
7625,14540,"prior",11,4,13,3
6065,14572,"prior",3,6,18,30
3621,14584,"prior",9,5,14,30
2606,14600,"prior",2,2,0,17
2558,14663,"prior",4,4,9,10
2149,14684,"prior",5,6,13,12
9798,14689,"prior",18,2,18,2
6597,14695,"prior",10,6,13,5
7623,14702,"prior",3,4,13,12
2439,14702,"prior",10,6,7,5
7852,14709,"prior",4,4,19,30
6486,14725,"prior",16,2,8,13
4256,14766,"prior",5,2,14,12
4077,14773,"prior",17,5,7,7
1082,14777,"prior",12,1,17,7
4402,14809,"prior",1,5,20,NA
3019,14821,"prior",1,3,15,NA
5203,14825,"prior",3,6,17,10
1038,14857,"prior",18,1,13,13
3787,14867,"prior",4,1,18,5
1061,14868,"prior",81,0,11,1
9274,14868,"prior",86,1,17,7
5244,14873,"prior",13,5,12,4
1231,14895,"prior",1,1,15,NA
3498,14934,"prior",14,4,14,11
2060,14996,"prior",11,4,16,6
2130,15003,"prior",19,4,11,3
6341,15060,"prior",8,5,15,3
333,15068,"prior",36,4,10,3
9371,15154,"prior",12,6,9,20
796,15161,"prior",83,5,14,2
5240,15165,"prior",22,1,10,15
2333,15169,"prior",11,1,0,6
2706,15170,"prior",2,3,15,1
3035,15182,"prior",46,6,10,2
8668,15196,"prior",30,2,14,29
6987,15202,"prior",20,0,11,2
7527,15297,"prior",56,4,9,2
7832,15302,"prior",1,0,9,NA
2524,15332,"prior",9,1,17,12
6761,15380,"prior",1,5,8,NA
7882,15392,"prior",1,6,15,NA
8325,15411,"prior",26,6,15,2
8983,15447,"prior",54,2,12,0
1187,15447,"prior",63,5,11,4
9580,15466,"prior",12,1,11,16
7771,15479,"prior",28,6,11,3
8893,15505,"prior",27,0,16,5
1667,15514,"prior",4,0,21,30
2522,15521,"prior",5,4,16,4
2656,15540,"prior",14,1,10,10
9008,15540,"prior",44,4,17,4
3815,15572,"prior",25,0,14,4
8501,15579,"prior",10,0,12,0
8024,15592,"prior",8,3,11,22
134,15608,"prior",7,1,8,30
9630,15621,"prior",56,0,12,7
5060,15626,"prior",20,1,11,2
853,15634,"prior",14,5,19,3
5392,15652,"prior",8,6,18,7
8388,15673,"prior",5,5,5,9
2166,15682,"prior",2,1,17,7
3626,15682,"prior",10,0,10,14
6499,15733,"prior",2,5,9,2
4236,15741,"prior",7,6,15,30
5149,15765,"prior",9,5,16,30
8552,15896,"prior",96,0,8,3
2321,15906,"prior",21,6,16,13
920,15956,"prior",8,1,8,6
1248,15959,"prior",9,4,22,30
2179,15979,"prior",3,2,14,30
7301,15981,"prior",12,2,18,18
5670,16000,"prior",3,5,13,4
6033,16001,"prior",28,1,11,7
3274,16011,"prior",17,6,11,3
7350,16022,"prior",1,1,14,NA
9742,16030,"prior",12,5,15,12
6841,16072,"prior",2,5,6,23
4631,16137,"prior",3,1,11,5
4287,16152,"prior",13,5,12,30
8607,16165,"prior",6,6,16,30
403,16181,"prior",10,5,12,14
2729,16226,"prior",19,3,8,6
4535,16226,"prior",26,3,19,6
8631,16247,"prior",52,6,18,3
5283,16261,"prior",4,4,19,2
159,16286,"prior",38,4,13,3
130,16288,"prior",1,0,15,NA
3995,16307,"prior",19,6,18,25
6048,16315,"prior",18,5,20,13
1766,16356,"prior",3,4,22,10
7976,16357,"prior",76,2,9,2
9877,16364,"prior",53,5,14,4
2002,16370,"prior",14,1,16,6
5692,16390,"prior",13,6,12,6
5835,16400,"prior",66,0,22,3
1966,16408,"prior",7,3,17,24
6027,16428,"prior",17,5,7,6
1627,16429,"prior",12,1,11,10
570,16482,"prior",12,3,14,7
5603,16492,"prior",7,4,15,3
2151,16567,"prior",11,4,12,0
3376,16573,"prior",7,5,8,10
8405,16578,"prior",1,4,19,NA
1490,16592,"prior",35,2,12,9
5587,16612,"prior",9,1,17,8
7732,16656,"prior",8,6,16,7
7459,16674,"prior",1,2,10,NA
9919,16680,"prior",32,4,10,2
103,16694,"prior",4,2,9,8
