product_id,product_name,aisle_id,department_id
32947,Organic Pita,128,3
263,Red Food Color,97,13
37228,Mango Lowfat Kefir,120,16
39702,Low Fat Milk,84,16
13357,Pomegranate Berry Sparkling Water with Juice,115,7
26089,Broccoli Squash Carrots Onion Red Pepper Steamables,116,1
44490,Organic BBQ Sauce Original,5,13
14304,Maxi Super Pads,126,11
3155,Foaming Scrub Pink Grapefruit Oil-Free Acne Wash,73,11
42711,Jumbo Crinkle Cut French Fries,129,1
24464,Crunchy Apple Chips Cinnamon,50,19
20816,Lasagna Whole Wheat/Whole Grain,131,9
28439,Grape Fruit Ice Bars,37,1
42516,Organic Grass Fed Ghee,19,13
33318,Sea Salt Soiree Intense Dark Chocolate Squares,45,19
15421,Double Bergamot Earl Grey,94,7
29963,Moroccan Argan Oil Renewing Shampoo,22,11
26352,Chicken Caesar Salad,1,20
35628,Organic Strawberry Smoothie,120,16
16948,Clean Burst Liquid Laundry Detergent,75,17
1123,Fruit Vegetable Mango Fruit Square,99,15
31265,Chunky Turkey Feast Cat Food,41,8
46710,Graduates Waffle Wheels Banana Cream,92,18
17412,Mini Lemon Bites,8,3
33787,Total 2% Lowfat Greek Strained Yogurt with Peach,120,16
30377,Fat Free Chocolate Milk,84,16
9469,33 Gal with Flap Closure Black Extra Large Trash Bags,60,17
24011,2nd Foods - Beef & Beef Gravy,92,18
851,Chile Con Queso Potato Crisps,107,19
12981,Strawberry Nonfat Yogurt,100,21
40770,Sweet Peas Valley Fresh Steamers,116,1
20413,Berry Pomegranate Chia Energy Bar,3,19
23893,Original Perkys Crunchy Rice Cereal,121,14
11633,Sweet & Tangy Glaze and Dipping Sauce,66,6
10821,Reduced Fat Colby Jack Cheese Sticks,21,16
16733,Polish Silver Bottle,114,17
36803,Macro Greens,116,1
10594,Christmas Crunch,121,14
4614,Burrata alla Panna,21,16
23095,Flame Grilled Beef Patty,34,1
40074,Quenching + Coconut Curls Shampoo,22,11
4316,Cheese Trio Quiche,38,1
6425,Everyones Favorite Chocolate Chip Cookie Mix,105,13
10744,Chicken Noodle R&W Condensed Soup Family Size,69,15
3264,Muesli Bircher (Unsweetened),57,14
26780,Superfood Pesto Sauce,9,9
45080,Body Bar Soap Milk & Honey Complexion,25,11
29661,Chardonnay Premium Dealcoholized Wine 2011,62,5
30822,Thirst Quencher Lemon-Lime/Fruit Punch/Orange Variety Pack Sports Drink,64,7
23790,Total Moisture Aloe Fresh Hydrating Lotion,127,11
19388,Mushroom Steak Sauce,100,21
28080,Sugar Free Italian Sweet Creme Coffee Creamer,53,16
28147,Farmer Cheese No Salt Added,21,16
20980,Spinach Mountain Bread,128,3
12093,Rubber Bands,6,2
48100,Classic Caramel Flavoring Syrup,29,13
13915,Wet Skin Broad Spectrum SPF 30 Sunscreen Spray,127,11
39127,Classic Crust Pepperoni Pizza,79,1
47978,Sugar Cookie Dough,105,13
40579,Whole Kosher Dills,110,13
36547,Aloe Vera Juice Whole Leaf,47,11
10908,Brown Sugar Cubes,17,13
14937,Re-Fresh Body Spray Fiji with Palm Tree,80,11
16512,Pressed Lime Lemonade,29,13
17923,Crinkle Cut Fries,129,1
38533,Creamy Deluxe Macaroni Dinner Elbows & Four Cheese Sauce,4,9
35617,Disinfecting Wipes Citrus Scent,114,17
8791,Lundberg 9.5 Oz,107,19
42761,Sweet Dreams Magickal Mineral Bath Salt Jasmine Sandalwood & Vanilla,25,11
27698,Garlic Bread Pepperoni Pizza,79,1
22724,Family Size Macaroni & Cheese,38,1
42150,Pull-Ups Learning Designs Training Pantsfor Girls Size 3T-4T,56,18
43003,Organic Lemon Agave Vinaigrette,89,13
10566,Blue Plus Bleach,114,17
6809,Berry Bunnies Cereal Organic,121,14
28788,Vermont Cheddar Mac & Cheese,100,21
22284,Sweet & Salty Popped Snack Mix,125,19
9929, Organic Chocolate Cake,8,3
4806,Oat Milk Soap,25,11
27818,Liquid Eggs Whites,86,16
20832,Potato Chips Original Lightly Salted,107,19
25653,Organic Plain Yogurt,120,16
36343,9 Pie Shell,58,1
33899,Red Wine Blend,28,5
29131,Color Revitalize Protection for Color Treated Hair Conditioner,22,11
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,41,8
23821,Organic Chili Spicy,59,15
43747,Sport Anti Perspirant & Deodorant Gel,80,11
5523,Super C 1000 mg Tablets,47,11
43010,Tomato Juice From Concentrate,98,7
1600,Mediterranean Orzo Salad,1,20
35130,French Chocolate Fat Free Ice Cream,37,1
28660,Silhouette for Women S/M Briefs,6,2
3031,100% Colombian Medium Roast K-Cup Packs Arabica Coffee,26,7
32375,Tamarind Soda,77,7
12378,Organic Toilet Bowl Cleaner,114,17
17817,Pimiento Stuffed Spanish Green Olives,110,13
19461,Swanson Premium Chicken Breast Chunks,95,15
6269,Brisling Sardines In Water,95,15
20483,Cherry Flavored Allergy,11,11
47504,Blueberry Breakfast Biscuits,48,14
18050,Gluten free Spaghetti,131,9
26132,Spreadable Light Butter & Canola Oil Blend,36,16
13506,Magic Shell Chocolate Fudge,103,19
46028,Korean Style Barbecue Bulgogl Sauce,5,13
24987,Kettle Corn Seasoning,23,19
27771,Eggplant,83,4
9502,Menthol Nasal Swab,11,11
28128,French Roast Dark Coffee,26,7
22133,Lindor Assorted Chocolate Truffles,45,19
629,Probiotics Women 50 & Wiser Vegetarian Capsules,70,11
49625,Golden Wheat Deep Cleanse Shampoo,22,11
29672,Lactose Free Low Fat Vanilla Yogurt,120,16
12760,Organic Hojicha Green Tea,94,7
45837,Truffles Organic Coconut Karma,45,19
31902,Urinary Health Extra Strength Liquid Cranberry,47,11
41844,Honey Nut Cheerios,121,14
38008,Beyond Grain Free Chicken & Sweet Potato Recipe Pate Cat Food,41,8
12131,Non-lotion White Facial Tissue,54,17
29210,Texas Toast,112,3
24129,Natural Fresh Goat Cheese,21,16
3940,Nonfat Cottage Cheese,108,16
35315,Premium Green Tea,94,7
40172,Deli Shaved Honey Ham,96,20
2214,Power & Free Multi-Purpose Cleaner,114,17
39861,Flax Plus Hot Oatmeal,130,14
12576,Kiwi Sandia Sparkling Water,115,7
11898,Foods Gourmet Dry Salami Black Pepper,96,20
22956,Thin Crust Trio Bacon Pizza,79,1
30913,Organic Green Tea,94,7
30196,Red Cooking Wine,19,13
673,Chicken Base,69,15
26616,French Lavender Clarifying Shampoo,22,11
4505,Espresso Chocolate Creamer,100,21
46545,82% Dark Chocolate Bar with Bourbon,45,19
33328,Season and Cooked Pulled Beef,7,12
43228,Hemp Nourishing Shampoo,22,11
15869,Sweet Hot Dog Buns,43,3
39448,Cold Brew Coffee Mocha,91,16
13427,Cranberry with Lime Juice Cocktail,98,7
42191,G Series Perform Frost Glacier Cherry Sports Drink,64,7
30568,Go Fresh Cool Essentials Anti-Perspirant Deodorant,80,11
43459,Puffs Cheese Flavored Snacks,107,19
26013,Organic Dried Papaya,50,19
23474,Couscous Israeli Traditional,63,9
34355,Spearmint Sugar-Free Gum,46,19
9977,Paws Xl,100,21
23150,Vegetable Classics 99% Fat Free Lentil Soup,69,15
10260,Zingz Queso Fundido Baked Snack Crackers,78,19
39175,Chunk White Albacore in Water,95,15
44617,Propolis Eucalyptus Manuka Honey Lozenge,100,21
21229,Brown Red & Black Ready Rice,63,9
32123,Whole Ground Golden Flaxseed Meal,17,13
22168,Whole Maine Cherrystone Clams,95,15
47510,Designer Paper Plates 7 In,111,17
20497,Original Antibiotic Ointment,118,11
3883,Chicken Fingers,34,1
21028,Calcium and Fiber Supplement,70,11
46891,Way Better Snacks Sweet Potato Corn Tortilla Chips,107,19
726,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,23,19
48611,Milk Chocolate Candies Fun Size Bags,45,19
27928,Cotton Balls,118,11
509,Starting Solids Carrots Organic Baby Food,92,18
24514,Fig Newtons Fat Free Cookies,61,19
32510,Steak Seasoning & Rub,104,13
4879,Milk Fat Free,84,16
24613,Sweet Potato Puffs Cereal Snack,92,18
14418,Ezekiel 4:9 Sprouted Grain Pasta Penne,131,9
40138,Chocolate Chip Heart Thrive,8,3
36202,Organic Red Wagon Coffee K-Cups,26,7
14565,Roadhouse with Bean Chili,95,15
39884,Calorie Free Pancake Syrup,29,13
43947,Sausage & Mushroom Thin Pizza,79,1
23389,Original Ultra Concentrated Dish Soap,74,17
39367,Breakstones Cottage Doubles Strawberry,100,21
6393,Protein Plus Mango Protein Shake,31,7
23350,Chow Mein Seasoning Mix,66,6
12053,Panama Peach Antioxidant Infusion,31,7
15128,Apricot from Concentrate Nectar,98,7
46439,Italian Sliced Bread,112,3
44484,Grain Free Naturals Dry Dog Food Chicken & Garden Pea Recipe,40,8
9621,Cornbread & Muffin Mix,105,13
32583,Adhesive Bandages Flexible Fabric Assorted Sizes Bonus,118,11
6516,Ham & Swiss On Rye,13,20
26224,Sparkling Lime Water,115,7
13421,Advanced Care Plaque Guard Frosted Mint Antiplaque Mouthwash,20,11
27047,Bloody Mary Cocktail Mix,6,2
30701,Sweet & Salty Nut Chocolate Pretzel Nut Granola Bars,48,14
34144,Whole Grain Buttermilk Pancake & Waffle Mix,130,14
6068,Black Pepper Fine Grind,104,13
1571,Trading Company All Natural Black Bean Spicy Dip,51,13
38184,Poppy Bagels,52,1
39585,Chinese Fried Rice Seasoning Mix,66,6
46040,Ear Relief Ear Drops,44,11
17966,Caffeine Free Diet Coke Mini Bottles,77,7
3017,Travel Unscented Wipes,56,18
26759,Solid Light Tuna In Olive Oil,95,15
7917,Original Hazelnut Liqueur,124,5
7206,Cilantro Avocado Yogurt Dressing,89,13
22326,Indian Vegetable Korma Entrée,38,1
33992,Organic Curly Parsley,16,4
25783,Lemon Lime Thirst Quencher,64,7
6803,Rose Lemonade,98,7
40800,Gluten Free Rice Bread,58,1
27099,Peanuts Caramel and Chewy Nougat Chocolate Candy Bar,45,19
17382,Catnip Mice Skitter Critters,41,8
9958,Honey Smoked Turkey Breast,96,20
25161,High Life Beer Cans,27,5
23429,Baby Corn Vegetable Trio,123,4
7235,Stevia Plus Powder,17,13
42009,Body Powder Original Strength,118,11
44123,Colby Jack Cheese Sticks,21,16
31878,Package Kiwi,123,4
11282,Indulgent Coconut Milk Body Wash,127,11
26389,Multi-Purpose 8 Scissors,87,17
5349,Original Plus Vitamins & Minerals Cat Food,41,8
16841,Soap Saver 2 Pack,87,17
11098,Organic Sencha Green Tea,66,6
1391,Town House Light & Buttery Original Oven Baked Crackers,78,19
8544,Ground Pepper Cayenne,104,13
37833,Soft Regular Pulsar Toothbrush,20,11
41350,White Spearmint Sugar-Free Gum,46,19
36984,Villa Toscana Wine,28,5
29103,Zero Go-Go Mixed Berry Vitamin Water,64,7
28076,Fettucini Alfredo Savory Italian Recipes,38,1
20814,Sensitive with Iron Infant Formula,92,18
17346,Acne Medication Rapid Treatment Face Wash Maximum Action,73,11
2111,Organic Cappuccino Protein Shake,64,7
37774,Artesian Sparkling Water,115,7
32461,Spaghetti Cool Shapes Star Wars,59,15
27260,Cafe Latte Vanilla,98,7
8386,4X Ultra Concentrated Natural Laundry Detergent Geranium Blossoms & Vanilla,75,17
11437,Gluten Free Blueberry Oat Muffin Tops,52,1
7985,Gluten-Free Reduced Sodium Popcorn,23,19
10601,My First Fluoride-Free Infant & Toddler Toothpaste Mild Fruit,20,11
14669,Italian Pasta Sauce Basilico Tomato Basil & Garlic,9,9
43043,Tropical Fruit Salad Organic in Organic Pineapple & Passionfruit Fruit Juices,99,15
10709,Non Dairy Chunky Monkey,37,1
32623,Natural Raspberry Soda,77,7
13587,Vermont Maple & Sea Salt Microwave Popcorn,23,19
27056,Beef Mini Bagel Dogs,106,12
45020,Arnica Oil,133,11
44838,Yucatan Sunshine Habanero Pepper Sauce,72,13
47550,Refreshing Breeze Mold & Mildew Remover,114,17
5,Green Chile Anytime Sauce,5,13
12631,Discreet Incontinence Underwear Maximum Classic Cut Extra-Large,126,11
27004,Cherry Menthol Cough Suppressant Drops,11,11
32588,Refillable Primordial Himalayan Sea Salt Grinder,104,13
7516,Gluten Free Rosemary Herb Lentil Crackers,78,19
30926,Chocolate Fudge Stripe Layer Cake,119,1
28625,Ultra Pasteurized Grade A Heavy Whipping Cream,53,16
5646,Organic Turkey Bacon,106,12
30229,Extra Clean Medium Toothbrush,20,11
11445,Bite Size Candies Tropical,100,21
20022,Granulated White Cane Sugar,17,13
19828,Red Delicious Apples,24,4
1567,FreshMatic Ultra Fresh Waters Automatic  Spray Refill,101,17
46930,Sea Salt Caramel Popcorn,23,19
28728,Organic Falafel,129,1
22534,Kashmiri Curry Mild Indian Simmer Sauce,76,6
15976,Diced Peaches in 100% Fruit Juice,99,15
41727,Gluten Free Breaded Chicken Breast Strips,34,1
24729,Cabinet Makers Wax,114,17
45032,Bleu Cheese Salad Dressing And Dip,89,13
4868,Caraway Seeds,104,13
25115,Pizzeria Thin Crust Primo Pepperoni Pizza,79,1
3169,Brown & Serve Original Breakfast Sausage Links,52,1
35323,Greek Yogurt Blueberry,120,16
23262,Unfrosted Strawberry Pop Tarts,48,14
37032,Hawaiian Hazelnut Flavored Coffee,26,7
3376,Organic Whole Kernel Sweet Corn No Salt Added,81,15
14884,Almond Sea Salt 72% Cocoa Square,45,19
18399,Chicken & Cheese Burrito,34,1
22270,Organic Classic Marinara Pasta Sauce,9,9
33671,100% Pineapple Juice,98,7
33073,King Size Corn Tortillas,128,3
3420,Raw Jack Style Cheese,21,16
24840,Chocolate Kale Krunch,50,19
32412,Garbanzo Beans No Salt Added,30,6
3738,Calendula Baby Diaper Care,102,18
47101,Greek Yogurt Black Cherry,120,16
26849,Age Defying Daily Facial Moisturizer,73,11
31396,French Vanilla Sugar Free Coffee Creamer,53,16
14846,Gluten Free Chocolate Almond Bar,3,19
35704,Gluten Free Hamburger Buns,58,1
41535,Rice Pecan Bread,112,3
37187,Mangos Organic Baby Food,92,18
41712,American Classic Creamy Peanut Butter,88,13
22648,Organic Power Grains,63,9
12297,Harpers Bazaar,87,17
17310,Chocolate Chip Love Cookies,61,19
14367,Cloves,6,2
45312,Clear Tone Pink Rosa Antiperspirant Deodorant,80,11
31094,Spicy Spinach Blend,123,4
11108,Nestle Coffeemate French Vanilla Flavored Instant Coffee,26,7
2976,High Protein Advanced Formula Cat Food,41,8
16324,Peppermint Flavored Ultra 1000 Maximum Strength Antacid & Calcium Supplement Chewable Tablets,70,11
34220,Honey Lavender Stress Relief Tea,94,7
3759,Smoked Salt Caramels in Milk Chocolate,45,19
31248,White Potato,83,4
26210,Almond Gold Bar,45,19
33879,Pore Refining Toner,73,11
13481,Extra Noodle Soup Mix,69,15
38746,1000 Roses Pearl Exfoliator for Sensitive Skin,25,11
10428,Original Large Dog Biscuits,40,8
7169,Organic Yellow Potatoes,83,4
43561,Exotic Thai Red Rice & Flaxseeds Rice Toast,78,19
9448,Original Liquid Fabric Softener,75,17
31931,Pure Fire Tonic Apple Cider Vinegar Drink,77,7
23658,Air Freshener Crisp Waters Spray,101,17
7135,Cream Of Chicken Family Size,69,15
43515,L-Lysine 500 mg Capsules,65,11
43780,Extra Cleansing Vinegar & Water Douche,126,11
17281,White with 30% Cacao Content Organic Chocolate,45,19
19430,Rye Flour,6,2
31444,Crystallized Ginger In Dark Chocolate  Bar,45,19
16159,Free & Gentle Liquid Laundry Detergent,75,17
45059,Meat Loaf Seasoning Mix,5,13
30013,Organic Asian Blend Mixed Vegetables,123,4
22989,Smoked Sausage,106,12
47413,Sugar Free Orange Marmalade,88,13
16110,Half Boneless Ham,7,12
35551,Italian Parsley,16,4
44468,Tea Biscuits,78,19
47341,Reduced Fat Parmesan Cheese,9,9
33611,100% Pure Coconut Water,98,7
12762,Citrus Iced Green Tea,94,7
38167,Ultra Downy® Clean Breeze™ Liquid Fabric Conditioner 51 Fl oz. 60 loads Fabric Enhancers,75,17
45087,Strawberry-Rhubarb Swiss Preserves,88,13
43689,Tub And Tile Spray Cleaner,10,17
44223,Frozen Corn On Cob,116,1
14129,Organic Chicken Bone Broth,69,15
45856,Cherry Vanilla Granola,6,2
49225,Monterey Jack Jalapeno Stuffed Pretzels,129,1
31941,CLA-1300 Max Potency,47,11
20583,Sourdough Baguette,112,3
19968,Organic Gluten-Free Ancient Grain Pasta Elbows,131,9
44891,Unsalted Slivered Almonds,17,13
44845,Raw Cashew Nut Butter,88,13
8323,Cold Brew Coffee Island Latte,26,7
22765,Organic Sliced Fremont Sour White,112,3
15485,Green Tea Bags,94,7
42715,XXX Habanero Salsa Hot,51,13
31462,Morning Burst® Facial Scrub Cleansers,73,11
48243,Peach Zero Calorie Iced Tea,94,7
38189,Clif Kid ZBar Organic Iced Lemon Cookie Energy Bars,3,19
11757,Crossovers Coconut Chocolate,120,16
23445,Roast Chicken Flavor Ramen Noodle Soup,4,9
8538,Honey Mustard Dressing Topping & Spread,89,13
11902,Baked Garlic Pita Chips,107,19
2792,U Cubes Childrens Multi Vitamin & Mineral Gummies,47,11
26485,Chunky Peanut Butter Chocolate Super Food Bar,3,19
49292,Red Wine Crianza 2009,28,5
28887,Easy Flaps Tall Kitchen Bags 13 gal,60,17
33649,Penne Brown Rice Pasta,131,9
33535,Ume Plum Vinegar,66,6
49604,Beef and Bean Green Chili Burritos,38,1
23824,Fruit Punch & Berries n Cherries Fruit Snacks,50,19
26892,Everything Hummus,67,20
17312,Cheese Corn Thins,107,19
32649,Organic Watermelon Cream Soda,77,7
28745,Oven Roasted Turkey,96,20
11073,Diet Orange Diet CSD,77,7
17272,Gut Shot Garlic Dill Pickle,110,13
43019,Thin Crust Spinach And Mushroom Pizza,79,1
25759,Deodorant Regular Gentle Glide,126,11
20644,Greek Peppers Pepperoncini,110,13
31976,7 OZ WESTMINISTER CHEDDAR SHARP,2,16
35986,2-Ply 100% Recycled Bathroom Tissue,54,17
10822,Organic Black-Eyed Peas,59,15
24542,Organic Carrot Split Pea Kamut Veggie & Protein Puree,92,18
45657,Gain Original Tall Ktchen Bags,60,17
37414,Seeded Hearty Rye Loaf Bread,112,3
6833,Udos Choice Super 8 Probiotic Capsules,47,11
24267,Orange Seltzer Water,115,7
3222,Organic Pickled Beets,110,13
6263,Vinters Collection Chardonnay,62,5
46598,Shake N Bake Extra Crispy Seasoned Coating Mix,105,13
17952,Flings Original 3-in-1 Laundry Detergent Pacs,75,17
8566,Almond Butter Smooth/Unsalted,88,13
29862,Uniquely Sharp Mustard,72,13
12893,Mushroom Cabbage Pierogi with Fresh Sauerkraut & Onion,38,1
15663,Mac and Cheese Shells & White Cheddar Cheese,4,9
34937,Sweet Tea Drink Mix,90,7
41408,Goats Milk Cheese,21,16
14459,Strawberry Guanabana Asian Yogurt,120,16
29104,1000 Sheets Unscented Bathroom Tissue,54,17
38457,Seasoned Steamables the Mixd Vegetable Medley,116,1
7832,Lemon Shortbread,61,19
23860,U Matcha Yuzu Japanese Green Tea Powder,94,7
49678,Large Chicken & Cheese Taquitos,129,1
13910,Persian Rose Soap Bar,25,11
