customerId,productId,amount,rating,daysAgo
C0335,P0035,21.08,5,113
C0129,P0047,22.63,3,211
C0204,P0019,27.31,4,266
C0182,P0060,88.31,1,263
C0255,P0078,36.14,5,207
C0225,P0102,10.44,1,109
C0162,P0006,37.09,1,194
C0150,P0115,8.13,5,196
C0123,P0078,29.11,4,347
C0181,P0024,19.59,1,138
C0073,P0018,18.87,5,118
C0428,P0024,18.71,1,273
C0294,P0101,8.81,1,232
C0066,P0024,18.47,5,156
C0341,P0050,41.06,2,1
C0417,P0079,50.59,2,257
C0118,P0101,9.84,4,269
C0074,P0070,12.6,4,339
C0004,P0084,4.88,3,183
C0024,P0017,45.99,5,188
C0373,P0101,8.96,1,76
C0492,P0024,19.1,5,168
C0023,P0012,9.11,2,1
C0367,P0116,7.88,4,183
C0037,P0018,15.83,2,258
C0290,P0013,10.45,2,287
C0370,P0068,89.38,2,242
C0179,P0029,25.35,3,294
C0005,P0013,10.11,5,243
C0291,P0065,75.97,1,284
C0495,P0084,4.38,4,160
C0127,P0089,18.99,5,220
C0095,P0015,35.39,4,233
C0062,P0061,22.69,5,209
C0271,P0092,23.59,1,208
C0292,P0016,31.01,2,285
C0391,P0019,24.95,3,87
C0369,P0000,12.29,3,116
C0440,P0055,7.91,2,189
C0397,P0017,38.91,2,235
C0122,P0081,229.78,5,188
C0272,P0113,38.02,2,73
C0147,P0019,29.29,5,300
C0164,P0069,9.9,1,199
C0462,P0020,37.64,3,158
C0333,P0002,6.39,4,320
C0486,P0084,3.82,5,159
C0203,P0047,18.5,4,59
C0262,P0109,33.56,1,359
C0238,P0056,24.51,4,140
C0054,P0015,41.62,2,326
C0118,P0048,11.37,5,189
C0257,P0018,15.25,4,89
C0035,P0101,8.13,1,138
C0462,P0076,8.07,2,332
C0062,P0033,20.44,5,344
C0099,P0055,6.99,5,51
C0375,P0072,17.55,4,360
C0049,P0087,16.35,2,311
C0445,P0011,21.79,2,236
C0356,P0003,18.69,4,67
C0035,P0012,7.81,3,214
C0339,P0040,36.67,2,155
C0309,P0050,46.98,2,46
C0371,P0013,10.24,1,359
C0406,P0043,59.05,3,220
C0354,P0047,21.6,3,36
C0287,P0012,8.26,3,125
C0161,P0106,47.9,5,306
C0344,P0064,27.47,4,161
C0477,P0039,12.7,3,181
C0288,P0055,7.09,2,52
C0325,P0028,18.94,4,41
C0212,P0098,30.64,5,356
C0370,P0061,19.78,1,347
C0498,P0054,14.35,2,35
C0079,P0106,46.27,1,200
C0102,P0095,19.07,2,248
C0263,P0092,22.38,1,321
C0234,P0022,35.82,3,204
C0280,P0014,10.12,5,317
C0026,P0076,8.35,5,45
C0198,P0051,5.39,2,6
C0285,P0075,17.75,4,170
C0286,P0085,28.34,2,97
C0321,P0024,18.22,2,275
C0355,P0024,20.53,4,123
C0313,P0053,32.25,4,149
C0389,P0024,16.69,3,195
C0305,P0071,11.24,1,350
C0262,P0083,12.05,3,27
C0296,P0051,6.21,2,202
C0052,P0081,227.77,1,142
C0133,P0055,7.47,1,14
C0257,P0079,49.78,3,297
C0428,P0022,40.37,1,333
C0332,P0083,11.66,4,64
C0046,P0079,41.01,1,277
C0290,P0024,19.48,2,256
C0111,P0061,18.75,5,257
C0360,P0098,30.19,4,168
C0406,P0024,17.71,3,117
C0290,P0083,10.12,1,26
C0289,P0111,23.52,1,13
C0169,P0100,15.24,5,65
C0218,P0042,16.69,4,193
C0424,P0066,48.9,5,52
C0356,P0119,30.12,5,250
C0254,P0061,22.3,1,226
C0182,P0012,8.57,5,126
C0027,P0005,34.11,3,32
C0070,P0088,14.96,4,189
C0097,P0045,43.38,3,300
C0184,P0024,16.68,4,144
C0470,P0034,19.57,5,294
C0247,P0084,5.09,5,105
C0117,P0050,41.59,3,30
C0054,P0100,17.91,2,237
C0169,P0082,35.67,4,324
C0401,P0115,8.54,3,322
C0189,P0103,14.29,2,350
C0378,P0024,16.31,4,40
C0396,P0070,12.81,1,16
C0056,P0003,21.55,3,208
C0297,P0118,90.32,4,346
C0479,P0024,16.99,5,364
C0197,P0071,11.51,4,102
C0027,P0097,114.55,5,137
C0456,P0016,26.98,5,242
C0436,P0097,113.04,2,333
C0255,P0001,59.12,5,64
C0270,P0047,19.84,2,356
C0106,P0051,6.52,4,298
C0402,P0037,8.08,2,25
C0243,P0062,11.7,3,307
C0019,P0106,46.05,4,234
C0333,P0031,30.36,5,357
C0475,P0062,9.75,5,77
C0406,P0101,9.84,5,362
C0136,P0085,32.9,3,18
C0028,P0005,42.22,5,28
C0468,P0108,52.99,1,163
C0465,P0005,34.33,5,240
C0260,P0063,24.22,2,61
C0314,P0061,21.97,3,100
C0225,P0087,17.86,5,142
C0205,P0014,12.76,4,46
C0060,P0017,38.31,5,65
C0049,P0084,4.34,4,55
C0116,P0014,13.24,4,348
C0410,P0051,5.55,1,341
C0071,P0082,29.68,5,229
C0113,P0070,15.39,4,249
C0268,P0019,28.64,4,50
C0108,P0025,20.53,3,19
C0081,P0114,19.13,5,138
C0276,P0048,12.33,3,359
C0306,P0021,19.04,1,295
C0451,P0034,19.57,4,135
C0074,P0119,27.33,4,113
C0451,P0025,20.59,2,296
C0446,P0004,29.22,4,172
C0309,P0011,21.11,3,265
C0303,P0024,19.43,5,265
C0313,P0119,24.24,1,247
C0338,P0078,30.06,3,295
C0009,P0006,46.16,3,169
C0478,P0048,10.29,2,111
C0286,P0017,40.68,1,187
C0383,P0012,9.34,3,119
C0186,P0062,11.71,2,16
C0007,P0054,15.33,2,132
C0250,P0083,12.64,2,183
C0248,P0104,151.84,3,190
C0212,P0024,18.2,5,124
C0170,P0106,43.09,3,265
C0123,P0055,8.34,3,104
C0257,P0024,16.94,2,236
C0185,P0096,25.92,3,99
C0484,P0005,40.24,2,360
C0086,P0061,19.62,5,237
C0159,P0081,256.69,3,203
C0144,P0024,18.53,3,157
C0265,P0099,60.71,1,276
C0315,P0095,18.77,3,293
C0474,P0010,41.88,1,58
C0140,P0016,29.71,1,299
C0340,P0038,9.59,2,351
C0014,P0098,26.36,4,89
C0129,P0013,8.64,1,82
C0225,P0101,10.38,1,348
C0016,P0023,15.94,3,148
C0302,P0048,10.91,3,254
C0331,P0035,23.15,5,70
C0366,P0012,9.66,4,156
C0253,P0108,46.91,4,256
C0295,P0047,21.62,2,326
C0194,P0076,7.4,4,159
C0021,P0061,18.28,3,28
C0051,P0054,16.77,2,151
C0319,P0068,74.93,2,235
C0497,P0105,14.38,5,319
C0009,P0077,11.12,3,304
C0273,P0056,26.1,3,277
C0368,P0069,9.26,4,61
C0406,P0066,46.42,2,190
C0266,P0047,22.8,2,210
C0303,P0068,83.3,5,171
C0343,P0047,22.52,5,336
C0422,P0084,4.35,3,350
C0061,P0114,15.83,5,77
C0458,P0112,12.73,2,349
C0015,P0093,11.6,4,309
C0409,P0065,70.92,1,257
C0040,P0083,11.15,4,139
C0097,P0017,42.23,1,277
C0002,P0053,29.06,2,214
C0217,P0024,19.36,5,328
C0167,P0000,12.67,2,259
C0082,P0113,40.01,3,352
C0221,P0099,48.02,5,153
C0197,P0055,7.88,5,30
C0376,P0024,15.95,3,180
C0440,P0076,8.26,1,364
C0318,P0047,21.54,2,239
C0062,P0091,27.22,4,256
C0145,P0119,30.41,2,228
C0451,P0035,22.71,4,216
C0045,P0024,16.85,5,23
C0199,P0024,18.2,4,151
C0469,P0012,7.7,4,32
C0475,P0040,37.81,3,123
C0201,P0002,6.82,1,263
C0326,P0012,9.53,3,293
C0223,P0024,20.41,5,82
C0369,P0016,29.89,4,239
C0017,P0082,33.48,4,83
C0071,P0012,7.83,5,74
C0300,P0099,51.8,2,350
C0116,P0021,21.64,2,223
C0176,P0001,57.51,3,52
C0437,P0079,43.72,4,19
C0402,P0024,16.67,4,181
C0240,P0055,8.59,1,37
C0378,P0012,7.89,2,213
C0133,P0117,28.87,2,158
C0241,P0012,8.52,1,232
C0099,P0043,65.25,4,76
C0422,P0098,28.68,5,53
C0404,P0024,20.88,5,37
C0446,P0024,19.88,1,35
C0431,P0091,27.7,3,27
C0113,P0000,13.77,1,292
C0462,P0046,11.89,4,221
C0280,P0001,53.18,5,92
C0206,P0106,50.61,1,340
C0274,P0068,72.85,4,278
C0172,P0062,9.4,1,284
C0142,P0018,19.29,5,328
C0120,P0077,11.24,1,272
C0042,P0074,36.68,3,349
C0242,P0008,17.44,1,121
C0437,P0101,10.91,3,312
C0308,P0062,11.26,3,41
C0255,P0089,22.82,3,110
C0209,P0024,15.99,5,325
C0226,P0012,10.08,5,49
C0105,P0078,35.25,2,183
C0404,P0089,22.23,5,124
C0099,P0038,8.03,3,37
C0353,P0003,19.89,1,86
C0372,P0093,11.78,4,195
C0282,P0019,30.24,4,230
C0423,P0033,25.91,2,246
C0142,P0068,82.34,3,48
C0434,P0012,8.37,3,117
C0358,P0010,48.7,1,38
C0394,P0004,30.59,2,4
C0325,P0106,44.6,3,143
C0416,P0027,33.3,2,227
C0495,P0070,15.7,5,135
C0205,P0118,85.32,2,15
C0400,P0072,19.67,4,81
C0365,P0055,6.89,1,158
C0222,P0055,7.33,2,130
C0458,P0037,7.17,5,301
C0193,P0064,30.99,5,218
C0277,P0112,15.66,5,364
C0054,P0088,14.83,1,64
C0112,P0045,43.97,5,135
C0413,P0032,37.17,2,32
C0194,P0102,12.03,1,8
C0193,P0013,11.37,1,337
C0122,P0097,109.33,4,180
C0240,P0024,16.83,3,241
C0397,P0079,49.74,3,101
C0441,P0091,26.11,5,19
C0036,P0052,29.83,1,325
C0282,P0017,38.53,1,240
C0227,P0096,20.7,5,259
C0300,P0036,5.78,4,195
C0219,P0029,26.98,4,148
C0196,P0055,7.23,3,154
C0229,P0047,22.41,1,278
C0244,P0013,10.13,5,125
C0401,P0104,144.76,1,190
C0366,P0005,34.47,2,353
C0171,P0049,18.3,3,336
C0395,P0070,14.7,4,199
C0419,P0103,15.09,1,73
C0076,P0063,30.99,5,343
C0285,P0093,11.83,1,114
C0140,P0022,37.45,2,130
C0363,P0035,23.23,5,323
C0119,P0108,56.77,2,96
C0328,P0103,15.27,3,169
C0126,P0061,20.14,3,334
C0251,P0052,39.79,2,116
C0474,P0048,12.76,3,228
C0187,P0008,18.62,4,14
C0430,P0104,117.26,1,363
C0492,P0093,9.82,5,153
C0429,P0049,20.25,1,244
C0082,P0024,16.21,5,183
C0402,P0034,17.33,5,158
C0018,P0012,9.12,5,148
C0193,P0081,281.07,4,7
C0427,P0061,22.37,5,101
C0337,P0024,19.8,5,139
C0260,P0068,76.9,4,135
C0190,P0116,7.88,5,100
C0400,P0012,9.29,2,234
C0350,P0050,43.46,5,302
C0227,P0054,15.53,5,325
C0440,P0017,48.77,4,354
C0114,P0055,7.83,1,237
C0084,P0065,75.95,2,150
C0314,P0015,38.47,1,236
C0486,P0015,40.14,3,49
C0122,P0099,52.8,3,298
C0123,P0027,36.19,5,195
C0068,P0068,71.4,2,61
C0422,P0068,81.81,1,156
C0113,P0095,15.61,4,110
C0246,P0083,11.15,1,128
C0495,P0095,17.96,5,19
C0006,P0068,67.64,1,6
C0272,P0048,11.69,3,128
C0252,P0040,30.47,5,110
C0398,P0038,7.96,3,364
C0177,P0044,15.87,5,96
C0201,P0012,7.96,3,120
C0083,P0045,50.72,4,334
C0363,P0039,12.7,4,313
C0386,P0004,29.78,3,21
C0067,P0024,18.97,1,32
C0193,P0084,4.83,5,35
C0440,P0062,12.11,1,168
C0002,P0091,27.98,2,209
C0147,P0058,25.43,4,128
C0271,P0098,28.94,4,5
C0167,P0089,25.11,3,74
C0133,P0012,8.2,3,224
C0224,P0116,8.73,3,136
C0090,P0002,6.11,5,45
C0259,P0064,28.29,2,238
C0349,P0089,23.38,5,224
C0282,P0032,40.26,1,179
C0047,P0064,33.12,4,343
C0415,P0035,25.02,4,308
C0087,P0008,15.93,4,15
C0374,P0001,58.32,3,330
C0179,P0012,9.56,4,19
C0384,P0012,8.88,3,176
C0104,P0067,32.61,3,329
C0094,P0055,8.49,5,358
C0242,P0049,18.28,4,9
C0018,P0076,6.79,4,27
C0112,P0002,6.02,5,88
C0410,P0086,13.5,3,102
C0041,P0106,43.36,4,152
C0435,P0047,21.71,4,117
C0393,P0011,20.84,1,213
C0427,P0090,63.43,4,311
C0329,P0043,78.31,3,121
C0318,P0005,35.51,2,226
C0454,P0063,29.9,1,327
C0051,P0106,43.87,4,345
C0156,P0074,44.74,2,102
C0037,P0028,17.54,5,335
C0217,P0094,5.95,2,47
C0329,P0052,34.0,4,204
C0413,P0093,11.68,2,56
C0495,P0040,36.78,5,179
C0080,P0035,19.8,2,17
C0394,P0062,10.18,5,109
C0437,P0050,46.94,4,215
C0026,P0116,9.06,2,111
C0369,P0055,6.9,5,4
C0177,P0038,8.1,4,142
C0316,P0040,37.69,4,197
C0252,P0059,24.79,2,278
C0128,P0035,24.71,2,50
C0066,P0081,251.27,4,174
C0059,P0038,8.43,1,73
C0052,P0038,8.83,2,56
C0312,P0068,73.38,1,45
C0176,P0008,17.17,1,277
C0339,P0054,16.94,1,242
C0335,P0048,12.29,5,138
C0263,P0080,108.0,4,346
C0464,P0084,3.83,5,181
C0189,P0096,21.21,1,193
C0409,P0037,8.72,5,231
C0039,P0031,38.4,3,239
C0363,P0079,48.3,4,180
C0493,P0062,12.34,5,175
C0416,P0068,70.7,2,116
C0284,P0061,20.62,4,248
C0306,P0085,27.5,4,245
C0177,P0017,40.14,3,159
C0377,P0015,40.55,2,51
C0499,P0043,61.08,1,152
C0240,P0071,10.81,5,360
C0032,P0053,30.51,4,268
C0292,P0038,7.4,3,263
C0060,P0103,13.94,4,315
C0121,P0085,31.16,3,222
C0163,P0055,7.23,2,242
C0359,P0110,20.3,5,176
C0092,P0045,40.66,5,301
C0082,P0088,16.99,2,259
C0023,P0017,41.2,5,191
C0341,P0033,21.32,4,294
C0021,P0012,9.38,1,119
C0016,P0054,13.43,3,131
C0274,P0017,37.14,1,46
C0138,P0068,84.89,5,80
C0292,P0017,45.52,2,46
C0212,P0012,8.22,2,36
C0456,P0114,16.31,4,8
C0141,P0070,16.73,5,108
C0332,P0108,45.55,2,276
C0028,P0053,26.85,4,315
C0477,P0004,27.35,4,83
C0489,P0061,18.94,3,155
C0363,P0061,21.17,5,303
C0226,P0002,6.74,1,258
C0110,P0099,54.28,5,330
C0400,P0068,81.73,3,154
C0361,P0083,10.9,1,62
C0111,P0054,16.44,5,53
C0221,P0068,68.23,4,259
C0225,P0024,17.32,5,10
C0405,P0115,9.71,1,168
C0334,P0041,11.28,4,129
C0314,P0016,24.01,4,335
C0317,P0007,44.13,5,364
C0133,P0068,84.11,2,177
C0184,P0117,24.97,5,212
C0024,P0104,143.73,4,138
C0387,P0078,34.14,2,283
C0211,P0118,90.29,2,108
C0213,P0081,233.05,5,271
C0122,P0033,24.75,4,329
C0105,P0065,66.54,1,63
C0288,P0011,23.61,1,83
C0116,P0022,37.54,5,138
C0033,P0044,15.99,1,302
C0376,P0018,18.99,2,234
C0185,P0110,21.68,4,71
C0187,P0119,27.48,5,134
C0210,P0036,6.21,2,235
C0401,P0079,49.5,4,352
C0160,P0043,74.04,4,165
C0467,P0033,21.13,4,39
C0323,P0023,15.02,2,11
C0211,P0031,37.03,4,46
C0367,P0020,42.59,1,151
C0224,P0012,8.82,4,103
C0202,P0021,18.52,4,110
C0257,P0106,51.76,4,280
C0158,P0011,19.79,1,174
C0053,P0030,32.88,5,266
C0203,P0055,7.82,3,198
C0062,P0035,21.42,1,75
C0201,P0055,6.63,3,346
C0272,P0005,33.94,3,174
C0461,P0069,10.03,3,305
C0019,P0061,23.14,4,36
C0304,P0074,40.23,3,310
C0224,P0061,18.11,2,261
C0011,P0047,22.8,4,91
C0123,P0035,21.37,2,289
C0060,P0022,40.61,1,271
C0108,P0054,15.54,2,326
C0134,P0004,25.7,5,77
C0197,P0031,35.03,3,323
C0259,P0074,38.77,2,278
C0001,P0012,9.58,2,123
C0080,P0009,14.95,5,128
C0047,P0070,16.29,4,93
C0269,P0041,12.84,4,174
C0163,P0091,30.84,4,327
C0268,P0108,57.82,5,305
C0111,P0111,21.82,4,54
C0013,P0045,44.54,3,48
C0469,P0024,20.28,2,22
C0055,P0066,46.09,1,224
C0063,P0068,68.66,4,115
C0072,P0068,74.15,5,277
C0489,P0029,22.86,4,277
C0302,P0009,18.83,3,72
C0298,P0019,27.55,1,253
C0492,P0015,38.53,4,279
C0045,P0012,10.07,2,360
C0486,P0106,45.09,4,264
C0104,P0001,57.4,2,131
C0304,P0065,62.35,5,364
C0205,P0109,29.42,5,101
C0189,P0035,20.68,2,294
C0462,P0055,7.28,2,138
C0073,P0076,7.34,5,341
C0498,P0028,16.73,1,285
C0187,P0052,32.08,3,219
C0316,P0093,9.32,1,79
C0483,P0083,11.71,3,69
C0030,P0091,23.84,1,345
C0456,P0118,94.83,1,292
C0278,P0036,7.18,3,187
C0348,P0083,11.82,1,320
C0073,P0065,74.86,4,286
C0260,P0071,12.24,3,142
C0328,P0083,11.63,3,302
C0223,P0083,12.56,3,290
C0076,P0103,15.64,5,175
C0121,P0035,22.51,5,8
C0420,P0070,15.23,1,270
C0019,P0024,20.02,4,124
C0350,P0063,24.08,3,133
C0499,P0083,11.21,4,260
C0003,P0088,15.72,4,296
C0080,P0045,47.14,4,32
C0329,P0055,7.41,4,300
C0032,P0032,39.22,2,107
C0289,P0017,38.56,5,207
C0334,P0024,18.67,4,317
C0288,P0106,54.02,2,80
